doc_id,filename,doc_type,stage,date,from_entity,to_entity,confidentiality,tags,ground_truth_risks
MA-0161,MA-0161_DiligenceResponse_20251212.json,DiligenceResponse,Diligence,2025-12-12 08:00,Northstar,Riverbend,Confidential,diligence|key-person-dependency|ops,
MA-0162,MA-0162_EmailThread_20250901.json,EmailThread,Diligence,2025-09-01 16:30,Northstar,Riverbend,Internal,cyber-incident|diligence|legal,
MA-0163,MA-0163_DiligenceRequest_20250614.json,DiligenceRequest,Outreach,2025-06-14 08:00,Advisor,Riverbend,Internal,escrow|outreach|tech,
MA-0164,MA-0164_DiligenceRequest_20250826.json,DiligenceRequest,DefinitiveAgreement,2025-08-26 18:00,Advisor,Riverbend,Confidential,cyber|definitiveagreement|supply-chain,supply_chain
MA-0165,MA-0165_IntegrationStatusUpdate_20250601.json,IntegrationStatusUpdate,Diligence,2025-06-01 14:00,Northstar,Northstar,Confidential,diligence|escrow|open-source-license|tech,open_source_license
MA-0166,MA-0166_HRIntegrationPlan_20250508.json,HRIntegrationPlan,Diligence,2025-05-08 13:15,Northstar,Northstar,Internal,diligence|hr|integration|key-person-dependency,key_person_dependency
MA-0167,MA-0167_BoardUpdate_20250917.json,BoardUpdate,Diligence,2025-09-17 13:30,Northstar,Northstar,Internal,diligence|export-controls|ops,
MA-0168,MA-0168_EmailThread_20250802.json,EmailThread,Indication,2025-08-02 18:15,Riverbend,Northstar,Internal,commercial|earnout|indication,
MA-0169,MA-0169_DiligenceResponse_20250719.json,DiligenceResponse,Marketing,2025-07-19 18:45,Northstar,Riverbend,Internal,legal|marketing|revenue-recognition,
MA-0170,MA-0170_Teaser_20251108.json,Teaser,Diligence,2025-11-08 13:00,Northstar,Riverbend,Confidential,commercial|customer-concentration|diligence,customer_concentration
MA-0171,MA-0171_MeetingMinutes_20250515.json,MeetingMinutes,Diligence,2025-05-15 12:45,Advisor,Northstar,Confidential,cyber|diligence|working-capital,
MA-0172,MA-0172_EmailThread_20250808.json,EmailThread,Marketing,2025-08-08 11:00,Riverbend,Northstar,Internal,commercial|marketing,
MA-0173,MA-0173_MeetingMinutes_20250618.json,MeetingMinutes,Diligence,2025-06-18 17:30,Advisor,Riverbend,Confidential,cyber|diligence|supply-chain|working-capital,supply_chain
MA-0174,MA-0174_FinancialModelNote_20251018.json,FinancialModelNote,NDA,2025-10-18 11:30,Northstar,Northstar,Internal,cyber|integration|ip-ownership|nda,ip_ownership
MA-0175,MA-0175_EmailThread_20250614.json,EmailThread,Integration,2025-06-14 15:30,Riverbend,Northstar,Internal,escrow|integration|legal,
MA-0176,MA-0176_Teaser_20250510.json,Teaser,LOI,2025-05-10 16:30,Riverbend,Northstar,Confidential,legal|loi|supply-chain,supply_chain
MA-0177,MA-0177_EmailThread_20250822.json,EmailThread,Outreach,2025-08-22 11:15,Riverbend,Northstar,Internal,ip-ownership|legal|outreach,ip_ownership
MA-0178,MA-0178_EmailThread_20250702.json,EmailThread,NDA,2025-07-02 16:45,Northstar,Riverbend,Internal,commercial|nda,
MA-0179,MA-0179_EmailThread_20250607.json,EmailThread,LOI,2025-06-07 09:00,Riverbend,Northstar,Internal,hr|loi,
MA-0180,MA-0180_DiligenceRequest_20250423.json,DiligenceRequest,LOI,2025-04-23 16:45,Advisor,Northstar,Internal,loi|ops|pricing|revenue-recognition,
MA-0181,MA-0181_EmailThread_20250808.json,EmailThread,Diligence,2025-08-08 12:45,Riverbend,Northstar,Confidential,diligence|hr|revenue-recognition,revenue_recognition
MA-0182,MA-0182_DiligenceResponse_20250427.json,DiligenceResponse,Diligence,2025-04-27 10:45,Northstar,Riverbend,Internal,diligence|integration|open-source-license|ops,open_source_license
MA-0183,MA-0183_HRIntegrationPlan_20250728.json,HRIntegrationPlan,Diligence,2025-07-28 17:15,Northstar,Northstar,Internal,customer-concentration|diligence|tech,customer_concentration
MA-0184,MA-0184_NDA_20250712.json,NDA,LOI,2025-07-12 16:00,Riverbend,Northstar,Confidential,finance|key-person-dependency|loi,key_person_dependency
MA-0185,MA-0185_DiligenceRequest_20251026.json,DiligenceRequest,Marketing,2025-10-26 16:00,Advisor,Riverbend,Internal,hr|ip-ownership|marketing,
MA-0186,MA-0186_MeetingMinutes_20251022.json,MeetingMinutes,Indication,2025-10-22 18:30,Northstar,Riverbend,Internal,escrow|hr|indication,
MA-0187,MA-0187_LOI_20250822.json,LOI,Integration,2025-08-22 14:15,Riverbend,Northstar,Confidential,finance|integration|revenue-recognition,revenue_recognition
MA-0188,MA-0188_LegalRedlineMemo_20250405.json,LegalRedlineMemo,LOI,2025-04-05 08:15,Riverbend,Riverbend,Highly Confidential,hr|loi|supply-chain,ip_ownership|supply_chain
MA-0189,MA-0189_LOI_20251008.json,LOI,Marketing,2025-10-08 13:45,Northstar,Riverbend,Highly Confidential,cyber|marketing|open-source-license,open_source_license
MA-0190,MA-0190_BoardUpdate_20250616.json,BoardUpdate,Marketing,2025-06-16 15:00,Northstar,Northstar,Internal,cyber|key-person-dependency|marketing,key_person_dependency
MA-0191,MA-0191_MeetingMinutes_20250425.json,MeetingMinutes,DefinitiveAgreement,2025-04-25 14:00,Advisor,Riverbend,Internal,cyber-incident|definitiveagreement|finance|pricing,cyber_incident
MA-0192,MA-0192_CIMExcerpt_20251025.json,CIMExcerpt,Diligence,2025-10-25 09:00,Riverbend,Northstar,Internal,diligence|supply-chain|tech,supply_chain
MA-0193,MA-0193_LegalRedlineMemo_20250511.json,LegalRedlineMemo,Diligence,2025-05-11 11:15,Northstar,Riverbend,Highly Confidential,diligence|export-controls|finance,export_controls|ip_ownership
MA-0194,MA-0194_ClosingChecklist_20250727.json,ClosingChecklist,LOI,2025-07-27 11:30,Advisor,Riverbend,Confidential,commercial|key-person-dependency|loi,key_person_dependency
MA-0195,MA-0195_CIMExcerpt_20250703.json,CIMExcerpt,DefinitiveAgreement,2025-07-03 10:30,Riverbend,Northstar,Internal,commercial|definitiveagreement|export-controls|integration,export_controls
MA-0196,MA-0196_LegalRedlineMemo_20250729.json,LegalRedlineMemo,Diligence,2025-07-29 09:15,Riverbend,Northstar,Confidential,cyber|data-room|diligence|revenue-recognition,ip_ownership
MA-0197,MA-0197_HRIntegrationPlan_20251127.json,HRIntegrationPlan,Outreach,2025-11-27 10:15,Northstar,Northstar,Confidential,customer-concentration|ops|outreach|pricing,customer_concentration
MA-0198,MA-0198_CybersecurityAssessment_20251122.json,CybersecurityAssessment,Outreach,2025-11-22 09:15,Advisor,Northstar,Highly Confidential,cyber|cyber-incident|outreach,cyber_incident
MA-0199,MA-0199_LOI_20251002.json,LOI,Indication,2025-10-02 08:15,Riverbend,Northstar,Confidential,escrow|indication|legal|supply-chain,supply_chain
MA-0200,MA-0200_HRIntegrationPlan_20250619.json,HRIntegrationPlan,Diligence,2025-06-19 13:00,Northstar,Northstar,Internal,diligence|legal|pricing|quality-yield,quality_yield
